XCoord,YCoord,RED,GREEN,BLUE,NIR,LCCODE
387615.7414,4798070.095,216,213,181,56,2
387606.7087,4798076.314,234,229,203,73,2
387573.1505,4798046.526,211,202,184,53,2
387583.0788,4798068.036,236,218,193,87,2
387708.1051,4798116.567,151,151,146,28,3
387676.5787,4798122.03,118,119,128,89,4
387453.3096,4797967.989,132,162,176,10,1
387589.8638,4798005.065,200,176,161,46,2
387593.8965,4797985.924,99,115,132,12,2
387604.4747,4797967.975,186,190,182,41,2
387626.2149,4798019.634,249,240,211,102,2
387573.7714,4798005.333,53,80,114,11,2
387552.9049,4797980.103,255,246,216,119,2
387537.4735,4797967.787,194,177,181,51,2
387546.8937,4797932.517,224,212,184,73,2
387576.5155,4797908.615,240,226,197,92,2
387559.3311,4797947.916,92,89,109,19,2
387492.0532,4797957.271,169,170,165,54,2
387614.2631,4798007.261,242,238,213,74,2
387505.9708,4797898.141,82,88,116,95,4
387484.8147,4797934.041,83,94,119,113,4
387479.2299,4797964.479,81,86,116,148,4
387498.4174,4797967.195,102,103,121,125,4
387380.5909,4797781.054,51,99,126,9,1
387445.9522,4797891.814,76,114,133,12,1
387555.7915,4797865.789,212,211,187,70,2
387491.7474,4797860.351,175,172,168,73,2
387494.5282,4797818.254,159,155,148,48,2
387492.856,4797796.172,236,225,197,92,2
387497.4819,4797786.558,226,216,191,85,2
387483.7825,4797773.78,188,183,168,43,2
387493.7719,4797772.747,251,239,213,96,2
387272.1115,4797641.531,54,110,130,7,1
387335.4085,4797680.362,84,128,150,8,1
387408.12,4797657.476,65,111,129,9,1
387401.4443,4797726.951,48,99,125,9,1
387491.3234,4797756.314,228,215,185,80,2
387481.1468,4797746.079,172,167,154,47,2
387486.9047,4797726.041,177,171,159,48,2
387494.5869,4797743.254,220,215,195,63,2
387486.739,4797716.073,227,220,189,72,2
387454.0169,4797710.547,170,161,154,40,2
387455.4829,4797694.049,142,147,148,41,2
387463.5957,4797684.81,211,199,177,52,2
387486.0762,4797676.199,239,226,199,97,2
387494.6888,4797670.854,221,210,187,77,2
387458.6337,4797648.043,196,184,168,72,2
387161.2058,4797513.319,53,107,131,8,1
387252.4431,4797557.754,50,107,128,8,1
387434.2943,4797609.352,160,202,193,14,1
387421.4395,4797556.753,237,224,197,76,2
387443.1586,4797554.658,123,124,131,18,2
387532.5846,4797568.778,159,162,160,34,2
387388.8416,4797532.584,251,242,214,95,2
387380.611,4797560.9,223,206,185,72,2
387369.9317,4797572.783,53,85,120,8,2
387376.7659,4797512.842,232,208,179,51,2
387363.2533,4797511.332,152,144,142,21,2
387349.7888,4797538.869,201,186,164,61,2
387344.5166,4797561.934,202,187,163,49,2
387517.3839,4797537.694,98,103,116,147,4
387509.3329,4797576.846,69,79,109,64,4
387072.6661,4797422.018,57,108,132,8,1
387137.0848,4797423.545,53,103,129,8,1
387351.329,4797500.692,249,240,210,84,2
387352.3093,4797481.167,249,230,197,88,2
387294.2828,4797419.269,255,243,214,114,2
387267.7208,4797417.977,186,169,156,34,2
387263.6743,4797436.254,231,229,206,60,2
387265.2861,4797402.41,55,83,118,9,2
387268.9122,4797385.008,50,81,116,9,2
387326.8553,4797454.928,42,75,114,9,2
387537.426,4797479.529,248,236,215,101,3
387511.4967,4797463.919,247,235,215,99,3
386959.6063,4797321.588,51,102,127,8,1
387252.7696,4797356.23,71,101,122,12,2
387232.5037,4797354.183,212,200,173,67,2
387221.6889,4797331.818,55,87,122,9,2
387169.7464,4797321.845,255,255,235,144,2
387153.5064,4797339.458,224,209,181,61,2
387135.3834,4797322.418,62,88,120,10,2
387125.1767,4797310.449,62,92,127,8,2
387128.8602,4797296.514,85,109,129,16,2
387121.2633,4797284.501,73,96,121,15,2
385862.5054,4797179.579,48,99,131,5,1
385892.3832,4797248.445,54,78,120,16,1
385960.9788,4797239.485,47,97,130,5,1
385985.0253,4797168.843,63,110,137,5,1
387111.1373,4797251.286,85,93,115,36,2
387116.5391,4797236.022,131,144,142,16,2
387111.4869,4797220.064,91,97,112,18,2
387076.8342,4797203.3,104,101,119,26,2
387011.2995,4797135.024,181,164,166,30,2
387093.4076,4797192.618,161,161,153,26,2
385725.4067,4797048.352,50,94,131,4,1
385804.2027,4797076.506,49,98,131,4,1
386014.52,4797059.955,46,102,134,5,1
386880.069,4797040.236,46,98,127,6,1
387041.1617,4797125.421,55,79,111,14,2
387026.1779,4797087.951,135,141,144,19,2
386993.7128,4797098.031,133,141,147,32,2
386994.1266,4797083.716,201,189,169,61,2
385935.2373,4797094.18,183,183,174,127,2
385829.5385,4797018.786,200,189,189,58,2
385745.8965,4797008.693,87,92,122,86,4
387022.2108,4797065.349,151,153,161,57,4
385773.2921,4796894.926,57,103,136,4,1
385716.9104,4796957.445,54,102,136,4,1
386063.0006,4796993.236,49,99,135,5,1
386109.742,4796926.546,54,100,136,6,1
386143.9829,4796996.209,48,102,135,6,1
386236.2168,4796995.526,51,107,138,6,1
386266.1096,4796910.043,51,101,133,6,1
386423.7985,4796920.404,50,96,130,6,1
386506.4052,4796916.417,91,150,168,6,1
386483.0625,4796977.509,52,105,134,6,1
386798.6828,4796908.923,52,99,126,5,1
386903.5043,4796880.29,82,108,134,7,1
386962.6342,4796929.597,159,183,181,11,1
386931.9511,4796968.264,55,102,125,6,1
385821.0507,4796979.908,173,163,180,32,2
385822.5351,4796913.112,164,167,178,39,2
385839.9365,4796960.281,104,110,140,166,4
385882.8812,4796926.605,60,77,118,49,4
386995.1865,4796880.015,75,89,119,51,4
385765.1912,4796827.423,54,103,136,4,1
386290.1605,4796839.399,51,115,138,6,1
386577.6545,4796753.931,49,108,134,6,1
386649.1423,4796813.436,58,115,137,6,1
386774.1927,4796797.469,54,100,129,6,1
386518.5254,4796860.716,50,103,132,7,1
386716.0467,4796859.143,96,133,141,5,1
386938.9633,4796802.814,137,145,154,25,2
386922.2296,4796816.968,249,241,212,79,2
386911.6815,4796784.626,97,100,114,23,2
386904.9608,4796773.031,157,157,157,29,2
385811.7078,4796838.718,201,204,200,62,2
385815.846,4796774.478,249,247,230,102,2
385835.8509,4796769.573,91,98,128,125,4
386249.6946,4796797.296,60,80,120,34,4
386877.267,4796749.741,90,94,119,93,4
386947.2291,4796822.282,66,89,116,41,4
386630.6808,4796646.38,69,129,142,7,1
386726.1531,4796734.969,54,119,135,7,1
386213.3101,4796707.873,135,158,189,19,2
386276.7897,4796653.042,222,221,206,69,2
386384.3425,4796683.322,203,195,180,76,2
386251.0926,4796625.723,205,204,191,63,2
385800.1566,4796669.813,189,186,187,64,2
385805.0113,4796648.051,195,187,184,62,2
386466.5365,4796624.339,51,77,113,45,4
386451.1821,4796668.824,70,92,126,57,4
386418.9993,4796695.812,58,85,118,46,4
386461.6527,4796696.398,47,76,116,11,4
385820.5418,4796687.449,79,92,128,81,4
386136.4225,4796685.599,67,91,127,61,4
385987.3548,4796670.764,61,85,121,75,4
386272.6137,4796711.06,78,95,129,69,4
386317.3604,4796680.825,52,77,119,27,4
386833.9303,4796635.997,52,75,112,28,4
386855.7056,4796709.344,53,71,105,40,4
385757.2503,4796563.065,72,113,143,4,1
386615.9609,4796546.899,89,134,143,7,1
386820.7097,4796522.522,150,149,151,20,2
386797.3487,4796530.717,118,122,132,38,2
386405.6982,4796607.518,126,120,133,41,2
386347.4023,4796556.465,255,251,232,133,2
386369.75,4796591.645,178,170,161,59,2
385801.7871,4796611.684,240,237,234,118,2
385803.4616,4796556.155,193,190,191,54,2
385809.7057,4796513.556,168,168,168,48,2
386465.5024,4796510.754,68,89,121,84,4
386390.0026,4796497.711,82,102,133,90,4
386331.6724,4796496.522,58,83,120,104,4
386295.9435,4796519.669,56,78,118,28,4
386526.1674,4796521.444,102,121,139,114,4
386537.4505,4796571.553,77,106,123,73,4
386478.2583,4796570.81,91,109,133,134,4
386438.5559,4796590.555,78,92,124,103,4
385820.1623,4796561.712,126,122,148,192,4
385909.1703,4796575.822,54,73,118,36,4
386108.844,4796546.445,44,72,116,18,4
386691.2724,4796536.054,71,94,124,39,4
386754.8006,4796535.859,87,104,128,82,4
386797.2298,4796575.04,69,83,118,55,4
385768.6337,4796360.812,58,106,138,4,1
385968.1294,4796372.193,49,103,135,4,1
385893.3322,4796375.187,53,108,138,4,1
385772.1434,4796465.687,67,116,144,4,1
386721.2046,4796479.091,166,168,167,24,2
386532.0081,4796406.81,128,138,148,28,2
386529.5709,4796361.89,154,162,165,51,2
386672.7488,4796429.959,179,180,179,29,3
386635.546,4796400.804,77,90,123,102,4
386643.747,4796448.798,61,81,117,59,4
386673.9673,4796460.433,74,85,117,117,4
386496.4212,4796382.321,105,119,133,87,4
386381.2676,4796392.057,72,92,126,43,4
386433.204,4796401.159,79,92,124,82,4
386446.8729,4796437.787,80,97,127,115,4
386465.9572,4796460.014,86,102,127,112,4
386386.5779,4796449.205,92,111,134,66,4
386504.5878,4796454.164,98,116,132,114,4
386580.9791,4796442.477,87,100,125,84,4
386565.174,4796486.103,85,94,124,92,4
385895.4832,4796296.233,51,105,135,4,1
385785.5163,4796278.14,53,105,135,4,1
386240.9176,4796239.254,65,116,136,4,1
386650.5682,4796326.697,171,171,171,25,3
386670.6016,4796301.646,155,156,159,19,3
386703.0772,4796239.963,211,208,197,49,3
386362.5133,4796259.854,60,79,118,22,4
386417.925,4796294.481,53,76,114,27,4
386492.2291,4796262.015,83,101,130,104,4
386525.4086,4796268.397,52,73,113,34,4
386553.0698,4796257.093,73,93,125,55,4
386567.5721,4796291.54,125,127,139,99,4
386598.1847,4796300.566,84,101,128,97,4
386677.3401,4796245.907,81,105,129,60,4
386638.7956,4796282.975,107,120,141,70,4
386597.0615,4796337.442,88,104,127,105,4
386511.9094,4796319.79,84,100,123,94,4
386482.0733,4796331.13,76,91,122,48,4
386448.4745,4796351.64,45,76,114,52,4
386362.8994,4796143.544,53,107,132,4,1
386293.8443,4796177.658,50,105,132,4,1
386180.44,4796162.218,49,104,132,4,1
385916.9601,4796176.191,55,112,143,4,1
385817.2348,4796197.818,50,102,134,4,1
386447.0252,4796177.69,55,109,133,4,1
386708.3556,4796139.274,211,206,194,46,3
386432.8754,4796103.451,75,95,127,85,4
386534.2795,4796122.551,52,74,116,50,4
386488.0485,4796142.405,54,82,122,28,4
386480.0087,4796182,89,109,132,84,4
386564.617,4796115.105,60,81,119,57,4
386644.8771,4796126.336,76,98,125,62,4
386647.2994,4796167.057,77,103,128,65,4
386668.3845,4796126.81,82,113,133,84,4
386694.6473,4796187.945,84,106,131,69,4
386599.1826,4796152.252,71,95,125,59,4
386583.0578,4796202.822,100,126,139,84,4
386599.2266,4796180.87,57,82,119,31,4
386553.3003,4796192.913,93,108,128,84,4
386524.2101,4796196.87,51,74,116,33,4
386504.4958,4796214.978,56,81,118,40,4
386394.7768,4796211.615,48,71,114,9,4
386155.0484,4795997.865,48,104,133,3,1
386277.1858,4796014.893,64,118,145,5,1
386223.9521,4796058.283,52,109,136,4,1
386189.774,4796096.15,50,108,134,4,1
386277.6987,4796097.275,50,104,132,4,1
385856.7865,4796014.16,47,96,132,3,1
385930.922,4796023.318,48,95,132,3,1
386379.0905,4796055.674,160,166,164,23,2
386411.515,4796016.97,156,155,152,20,2
386356.552,4795993.343,151,151,154,16,2
386376.7976,4796006.88,163,160,152,20,2
386685.4861,4796072.878,173,173,172,28,3
386453.1488,4795997.848,134,137,142,17,3
386324.0747,4796000.337,64,79,116,94,4
386342.1602,4796027.786,68,83,117,82,4
386366.9809,4796066.613,72,83,118,67,4
386416.0962,4796088.989,63,81,118,78,4
386425.4286,4796100.54,62,80,120,75,4
386427.6017,4796048.468,74,92,124,99,4
386438.7097,4796036.14,97,110,133,81,4
386449.9999,4796047.659,67,90,125,56,4
386476.6565,4796002.331,84,111,130,96,4
386469.3481,4796020.666,74,96,122,81,4
386480.1601,4796042.6,70,86,122,68,4
386469.8105,4796074.212,56,84,117,56,4
386471.1379,4796088.5,51,87,117,42,4
386516.9504,4796004.691,87,113,132,80,4
386538.1921,4795999.782,77,101,124,63,4
386527.1282,4796040.729,77,95,122,86,4
386535.1408,4796051.436,68,89,120,80,4
386526.9658,4796070.002,67,86,120,90,4
386550.611,4796065.703,72,89,121,78,4
386551.2518,4796026.015,86,103,128,75,4
386566.4353,4796023.159,65,91,121,38,4
386595.0471,4795990.591,86,110,126,91,4
386586.658,4796009.378,96,119,137,92,4
386608.3132,4796016.17,75,103,124,73,4
386587.2429,4796070.293,66,88,118,43,4
386641.7151,4796067.416,104,123,136,71,4
386152.5855,4795851.336,49,107,134,2,1
386217.3692,4795873.664,51,103,133,2,1
386179.1601,4795930.68,54,108,137,3,1
386238.8241,4795959.165,61,125,148,5,1
386336.871,4795961.585,52,84,121,5,2
386325.1082,4795934.896,117,127,143,32,2
386312.5335,4795911.691,163,168,164,23,2
386289.5607,4795891.262,143,150,161,19,2
386554.0526,4795942.386,148,151,147,28,3
386263.0286,4795863.59,75,90,126,110,4
386276.2963,4795889.169,92,104,131,47,4
386271.3249,4795878.194,84,100,132,90,4
386283.8869,4795926.551,87,95,125,81,4
386296.4209,4795934.363,90,98,126,57,4
386305.3187,4795945.922,73,88,121,133,4
386155.6933,4795725.525,47,101,131,2,1
386176.8434,4795792.819,56,107,138,2,1
386270.5017,4795844.748,139,143,163,27,2
386297.185,4795826.954,197,190,177,30,2
386291.4838,4795798.429,171,165,165,21,2
386263.6245,4795798.03,158,154,157,28,2
386277.6746,4795753.561,181,177,176,27,2
386309.6665,4795740.882,213,207,184,69,2
386238.9109,4795738.901,62,82,122,99,4
386236.498,4795763.659,62,83,124,103,4
386246.7867,4795804.25,84,95,130,107,4
386247.3438,4795785.593,68,86,123,63,4
386308.8923,4795783.693,71,90,127,81,4
386249.7709,4795825.652,90,100,134,82,4
386255.323,4795845.289,72,86,123,100,4
385986.4742,4795704.087,45,100,130,2,1
385969.8187,4795645.39,45,102,132,2,1
386045.3825,4795687.484,53,110,134,2,1
386229.2125,4795594.193,54,103,134,2,1
386176.8895,4795640.172,50,103,134,2,1
386278.3814,4795691.971,201,192,178,34,2
386362.787,4795690.554,55,87,116,15,2
386363.9164,4795654.108,91,114,140,8,2
386338.1717,4795616.378,166,154,151,25,2
386422.7738,4795639.731,232,225,209,68,3
386384.268,4795609.183,67,86,121,96,4
386372.6262,4795615.666,68,85,121,94,4
386388.6522,4795624.071,75,93,127,82,4
386300.888,4795619.906,96,104,134,75,4
386271.4943,4795618.881,66,83,121,79,4
386351.544,4795643.124,72,87,124,88,4
386313.7777,4795687.774,57,82,120,37,4
386238.9565,4795715.699,72,86,123,104,4
386256.4141,4795503.534,60,110,138,2,1
386199.4625,4795533.112,50,103,133,2,1
386319.0832,4795568.128,163,170,169,31,2
386347.0571,4795523.425,191,186,175,37,2
386724.0348,4795476.346,231,223,200,97,2
386451.1376,4795540.381,206,202,185,8,3
386586.3119,4795477.837,173,176,179,24,3
386585.4857,4795506.473,219,207,192,87,3
386639.0745,4795509.912,183,182,178,29,3
386689.5524,4795509.501,204,196,183,43,3
386751.9375,4795492.413,207,187,167,69,3
386802.5318,4795472.919,205,192,183,8,3
386706.0507,4795468.472,98,126,140,95,4
386693.5635,4795476.487,92,115,133,78,4
386641.6567,4795469.55,110,124,137,126,4
386392.8136,4795475.561,66,80,120,72,4
386373.8252,4795472.194,53,75,117,23,4
386395.5622,4795530.067,86,99,127,106,4
386380.7831,4795518.172,72,90,125,94,4
386395.7889,4795491.684,50,71,114,35,4
386375.079,4795502.439,50,74,118,29,4
386336.4801,4795523.469,70,89,123,53,4
386280.7209,4795546.305,81,85,122,99,4
386277.4921,4795574.33,65,83,116,69,4
386375.1336,4795583.533,77,92,124,90,4
386380.0505,4795591.257,54,75,116,23,4
386645.4623,4795397.485,116,131,138,4,1
386668.4066,4795416.183,129,143,143,4,1
386228.55,4795451.094,53,100,132,2,1
386497.2323,4795369.285,255,248,218,155,3
386795.8098,4795461.322,167,153,148,31,3
386790.9684,4795341.288,73,90,122,98,4
386780.6781,4795350.567,60,76,105,68,4
386781.5618,4795429.481,116,113,129,148,4
386743.201,4795399.765,78,94,122,86,4
386718.3495,4795423.165,104,110,134,111,4
386698.9514,4795408.311,67,88,113,55,4
386715.8335,4795350.784,53,78,118,9,4
386722.7153,4795345.898,53,85,118,45,4
386740.8519,4795337.355,53,81,116,21,4
386748.6688,4795388.398,98,103,131,132,4
386756.7465,4795455.048,77,102,122,102,4
386593.8972,4795424.38,75,93,125,82,4
386602.2363,4795402.557,71,102,123,58,4
386588.828,4795407.552,94,103,130,107,4
386585.9053,4795388.953,79,96,125,95,4
386590.2487,4795362.426,54,81,115,30,4
386616.8915,4795368.051,60,81,118,38,4
386583.033,4795347.368,51,80,116,23,4
386567.333,4795345.462,74,92,130,81,4
386556.9056,4795372.525,139,144,149,76,4
386335.2561,4795339.378,65,78,116,40,4
386391.4946,4795370.96,85,102,131,106,4
386409.0609,4795393.325,59,77,116,49,4
386384.2651,4795419.978,73,88,124,115,4
386303.0284,4795415.92,105,125,157,77,4
386396.5502,4795438.854,74,89,125,140,4
386392.1131,4795459.744,75,89,124,127,4
386302.2405,4795459.734,70,89,125,99,4
386328.9043,4795453.649,77,100,135,43,4
386676.0422,4795222.201,66,105,132,3,1
386674.7153,4795298.985,75,113,134,3,1
386611.1312,4795244.538,54,97,127,3,1
386664.8602,4795334.278,83,117,134,4,1
386845.3909,4795289.952,140,137,141,39,3
386870.3416,4795220.7,74,84,119,61,4
386859.2821,4795236.064,66,81,115,12,4
386841.3552,4795257.18,84,101,128,124,4
386825.2412,4795282.602,71,86,120,141,4
386817.67,4795298.341,57,79,117,68,4
386813.2098,4795317.931,90,104,131,95,4
386734.4415,4795318.38,76,106,132,88,4
386753.4339,4795308.956,65,82,120,56,4
386556.274,4795334.806,94,112,136,122,4
386520.0587,4795329.341,109,105,124,89,4
386547.0782,4795305.47,85,98,128,97,4
386567.6007,4795309.463,55,75,115,36,4
386556.6209,4795277.554,58,78,117,46,4
386524.6548,4795265.947,63,81,118,53,4
386387.8335,4795230.509,64,78,117,51,4
386339.7036,4795241.291,59,76,116,58,4
386431.7307,4795278.779,63,82,118,20,4
386443.3478,4795270.778,67,82,119,70,4
386431.5583,4795320.416,98,111,134,101,4
386418.3525,4795311.53,63,80,120,48,4
386413.313,4795322.456,46,69,112,24,4
386783.9804,4795092.025,61,110,131,3,1
386846.9627,4795136.51,70,111,131,3,1
386674.7004,4795089.949,59,101,129,3,1
386611.4413,4795081.032,59,100,128,3,1
386668.1231,4795165.087,62,101,128,4,1
386581.4116,4795133.144,58,98,126,3,1
386527.1661,4795090.683,62,100,127,3,1
386876.0646,4795172.465,74,76,111,115,4
386868.1016,4795190.813,110,120,139,105,4
386516.263,4795206.672,66,82,120,42,4
386469.3646,4795187.075,61,76,116,34,4
386443.018,4795173.205,66,75,115,52,4
386414.8955,4795183.217,61,74,115,22,4
386263.9913,4795190.52,81,94,131,136,4
386146.5817,4795170.807,51,73,117,67,4
386861.1368,4794994.889,78,119,138,3,1
386836.2472,4795016.122,75,121,137,5,1
386782.923,4795002.701,59,107,130,3,1
386710.2864,4794979.628,60,103,129,3,1
386666.4838,4794989.035,60,104,130,3,1
386808.3263,4795038.274,63,111,132,3,1
386580.8229,4795045.982,59,99,127,3,1
386953.0663,4794961.706,65,71,112,117,4
386933.9034,4795039.224,78,91,125,11,4
386790.3155,4794846.011,62,105,127,3,1
386752.7774,4794891.744,62,108,130,3,1
386783.2068,4794941.545,63,111,132,3,1
387034.8034,4794851.917,87,88,117,160,4
387023.8528,4794847.763,48,70,108,13,4
387026.0415,4794874.616,88,86,114,107,4
387006.3508,4794894.461,80,85,113,47,4
386997.7278,4794899.376,78,82,114,47,4
387003.8256,4794925.73,87,93,118,11,4
386984.6208,4794948.603,83,91,122,96,4
386894.4698,4794697.243,74,112,131,3,1
386955.8384,4794723.11,76,105,122,5,1
386920.5114,4794744.951,71,112,131,3,1
386875.9163,4794759.141,84,122,136,4,1
386824.7358,4794795.993,69,108,130,4,1
386865.9934,4794816.556,74,110,132,4,1
386903.872,4794817.225,73,114,131,4,1
387082.4665,4794708.432,66,79,116,104,4
387085.0324,4794731.81,79,93,122,78,4
387043.5826,4794778.04,52,65,103,35,4
386957.6364,4794569.977,67,106,127,3,1
386996.4444,4794574.1,64,109,128,3,1
387054.0419,4794608.705,64,106,126,4,1
387003.6224,4794613.016,65,111,129,3,1
386963.0005,4794630.608,58,100,124,3,1
386913.2191,4794647.053,80,115,132,3,1
386943.0033,4794684.289,77,116,133,3,1
387093.4409,4794439.329,101,120,135,5,1
387062.6081,4794469.77,108,140,153,5,1
387048.3042,4794499.502,108,128,137,4,1
387009.8441,4794490.167,106,135,153,4,1
386968.0968,4794518.622,57,100,125,2,1
387110.0242,4794507.593,81,95,123,73,4
387101.2327,4794528.559,47,64,102,24,4
387098.444,4794347.727,188,194,198,19,1
387059.438,4794357.919,85,119,131,4,1
387007.5567,4794405.194,69,102,124,3,1
387047.0104,4794421.886,158,178,180,28,1
387141.4938,4794347.581,52,63,101,19,4
387144.9748,4794188.202,50,95,124,3,1
387071.4284,4794215.452,90,138,153,9,1
387135.2527,4794231.739,97,132,145,4,1
387141.726,4794280.644,118,148,149,9,1
387100.0508,4794287.411,139,162,181,16,1
387038.582,4794307.953,109,152,165,4,1
387188.6399,4794065.591,50,98,126,1,1
387077.2818,4794096.507,114,128,134,2,1
387123.9185,4794100.068,53,94,121,2,1
387168.6154,4794144,45,92,121,3,1
387085.444,4794168.374,58,94,122,2,1
387266.0643,4794101.118,221,219,202,74,2
387262.7463,4794058.665,183,180,177,43,2
387256.4423,4794150.726,123,109,128,16,2
387292.9301,4794093.731,205,190,174,20,2
387316.7668,4794061.237,214,200,184,64,2
387279.6819,4794098.046,87,94,123,78,4
387183.5295,4794179.456,71,85,118,127,4
387144.9198,4793949.638,79,106,126,2,1
387262.573,4793956.788,59,98,123,1,1
387200.0932,4793969.106,46,91,121,1,1
387148.6141,4794014.64,54,91,122,1,1
387105.1658,4794045.727,72,106,125,2,1
387232.699,4794018.879,43,92,122,1,1
387259.75,4794025.073,120,121,135,96,4
387311.2823,4794035.06,90,106,134,69,4
387310.5875,4794019.456,69,83,113,71,4
387318.9884,4794001.099,70,83,116,97,4
387309.1042,4793982.611,42,64,102,89,4
387332.1089,4794004.784,55,75,108,73,4
387312.2652,4793803.71,58,99,123,1,1
387282.5537,4793823.29,58,102,125,1,1
387224.6938,4793825.554,53,94,125,1,1
387154.7639,4793834.959,60,97,125,2,1
387244.8093,4793883.344,44,93,122,1,1
387195.4352,4793898.48,54,96,124,1,1
387330.9536,4793919.595,181,181,177,45,2
387358.7106,4793861.009,211,203,187,67,2
387319.2435,4793846.996,57,69,108,104,4
387338.0649,4793822.609,85,88,117,99,4
387156.639,4793738.413,55,90,122,1,1
387227.3587,4793750.25,55,93,121,1,1
387288.4459,4793758.777,49,97,122,1,1
387325.277,4793774.648,62,101,125,1,1
387258.2305,4793695.731,44,91,120,1,1
387328.8259,4793693.252,88,92,116,142,4
387321.6211,4793678.84,54,67,104,71,4
387154.4338,4793553.659,104,129,147,2,1
387306.1921,4793569.353,60,102,123,1,1
387283.4981,4793618.314,55,100,124,1,1
387215.605,4793619.444,59,94,122,1,1
387163.2454,4793664.561,60,94,121,1,1
387225.8323,4793580.016,83,114,137,3,1
387438.1757,4793560.746,238,224,196,115,2
387391.0571,4793554.588,159,156,158,53,2
387483.4669,4793561.729,84,83,100,65,2
387335.4735,4793661.042,87,84,112,99,4
387337.8108,4793644.519,88,89,115,95,4
387340.4485,4793632.972,118,128,134,111,4
387403.9023,4793574.258,72,84,110,109,4
387418.8596,4793570.54,72,83,111,94,4
387383.935,4793590.857,96,96,120,106,4
387176.4052,4793461.329,62,97,124,1,1
387255.3801,4793498.189,57,99,126,1,1
387338.582,4793475.116,64,101,120,1,1
387373.3565,4793471.935,79,115,129,1,1
387404.7939,4793503.731,251,253,252,34,1
387337.26,4793526.542,60,102,123,1,1
387487.7249,4793503.531,145,141,140,33,2
387453.9368,4793520.072,79,80,110,118,4
387194.5823,4793297.918,53,90,120,1,1
387237.7979,4793331.036,48,92,121,1,1
387377.3493,4793410.797,169,156,149,43,2
387393.7785,4793351.527,185,182,164,50,2
387300.4427,4793288.876,156,165,166,63,2
387311.994,4793413.982,73,79,108,94,4
387308.6374,4793395.384,85,87,118,114,4
387312.4116,4793373.631,96,110,129,71,4
387402.8454,4793366.489,75,87,118,80,4
387393.3028,4793368.6,82,85,114,113,4
387297.1802,4793321.612,57,77,108,104,4
387380.94,4793292.673,77,88,120,133,4
387348.9287,4793291.904,44,69,110,26,4
387346.674,4793313.414,41,67,106,35,4
387212.3518,4793162.274,50,90,120,1,1
387257.3909,4793213.241,255,255,249,143,2
387305.3359,4793262.262,70,80,113,138,4
387356.6476,4793284.834,52,77,115,79,4
387387.4852,4793241.158,69,88,116,111,4
387257.5403,4793052.201,59,99,124,1,1
387375.8789,4793099.689,73,109,125,1,1
387353.8371,4793135.628,59,101,122,1,1
387301.7809,4793146.905,55,98,122,1,1
387363.3902,4793042.292,201,186,178,63,2
387484.467,4793130.049,73,77,109,164,4
387472.4745,4793141.961,54,70,103,103,4
387469.1402,4793150.91,44,60,99,106,4
387455.4981,4793129.012,72,78,111,110,4
387206.4644,4792965.418,52,91,119,1,1
387384.7204,4793015.908,79,89,112,9,2
387396.7262,4792952.37,230,223,200,81,2
387386.7556,4792981.168,123,127,145,46,2
387408.0958,4792994.82,166,161,155,22,3
387429.0095,4792995.775,30,65,108,1,3
387322.8641,4792843.746,92,124,138,1,1
387274.4032,4792861.905,60,99,122,1,1
387421.1068,4792899.906,245,235,215,117,2
387423.1629,4792813.973,147,142,136,27,2
387443.994,4792874.86,39,63,103,107,4
387428.9111,4792884.221,128,129,138,72,4
387354.5231,4792705.26,139,166,163,3,1
387283.0809,4792702.976,60,100,125,1,1
387194.1222,4792746.972,50,87,118,1,1
387404.1471,4792770.038,148,143,145,49,2
387370.081,4792763.662,162,157,154,62,2
387320.1578,4792746.271,174,171,168,58,2
387376.5698,4792734.921,199,185,170,56,2
387393.9002,4792677.366,90,99,127,7,2
387404.8428,4792654.625,157,157,156,39,2
387406.9036,4792712.553,80,87,112,164,4
387387.3164,4792712.878,121,128,137,136,4
387403.1477,4792696.129,99,95,119,156,4
387346.6801,4792660.191,111,111,132,162,4
387394.817,4792562.289,247,251,240,42,1
387352.3815,4792523.947,73,107,126,1,1
387284.6072,4792532.883,60,96,123,1,1
387221.1522,4792592.074,61,96,125,1,1
387417.4977,4792630.119,163,150,140,39,2
387435.4545,4792557.802,171,160,143,91,2
387400.1962,4792605.505,82,95,118,41,4
387411.7303,4792479.576,174,196,207,20,1
387426.3818,4792402.633,173,163,151,14,2
387438.998,4792398.78,95,90,117,109,4
387264.7113,4792278.971,54,93,121,1,1
387426.988,4792297.101,75,109,124,1,1
387371.9616,4792339.666,65,100,121,1,1
387287.3216,4792381.855,61,98,123,1,1
387462.6036,4792344.235,238,238,228,56,1
387476.6157,4792281.184,79,98,120,80,2
387488.6971,4792279.353,79,84,119,119,4
387482.0865,4792153.876,144,159,151,6,1
387428.5118,4792179.063,75,111,125,1,1
387362.8642,4792211.392,64,100,122,1,1
387497.8193,4792246.991,99,106,121,58,2
387610.2432,4792147.071,167,162,152,25,2
387504.6484,4792243.511,103,112,132,92,4
387498.887,4792064.219,200,218,216,5,1
387342.29,4792073.76,59,94,120,1,1
387277.9594,4792132.969,58,98,123,1,1
387586.802,4792098.866,174,165,156,44,2
387618.6806,4792078.162,152,141,137,30,2
387652.3588,4792034.649,178,168,151,32,2
387658.2951,4792025.006,213,200,177,87,2
387591.3775,4792127.55,175,168,160,28,3
387562.3776,4792085.511,153,150,143,16,3
